% Generated by PAnDConv in Wed Jul 17 20:30:25 2013
% Author: Paulo Joia Filho
% instances: 240
% dimension: 2
% classes:   40

@RELATION DY

@ATTRIBUTE	id	STRING
@ATTRIBUTE	x	REAL
@ATTRIBUTE	y	REAL
@ATTRIBUTE	class {0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0}

@DATA
12-4f.jpg,103475,105607,11.0
12-5f.jpg,99014.3,154112,11.0
12-6f.jpg,118043,106665,11.0
13-1m.jpg,-14963.5,72047.6,12.0
13-2m.jpg,-1985.84,62858.1,12.0
13-3m.jpg,-15359.3,76809.1,12.0
13-4m.jpg,-21397.7,79903.2,12.0
13-5m.jpg,36658.8,171829,12.0
13-6m.jpg,-4348.2,69810.3,12.0
14-1f.jpg,-41617.4,150304,13.0
14-2f.jpg,-32867.7,127495,13.0
14-3f.jpg,-36316.8,137871,13.0
14-4f.jpg,-31848.5,142626,13.0
14-5f.jpg,49587.5,167616,13.0
14-6f.jpg,-25853.4,105069,13.0
15-1f.jpg,13963.8,198942,14.0
15-2f.jpg,-32064.9,90420.4,14.0
15-3f.jpg,-37393.8,121746,14.0
15-4f.jpg,-21442,149386,14.0
15-5f.jpg,50740.9,184849,14.0
15-6f.jpg,52090.9,185018,14.0
16-1m.jpg,7397.51,60865.1,15.0
16-2m.jpg,-18831.8,83691.4,15.0
16-3m.jpg,-21931.5,87614.3,15.0
16-4m.jpg,-9939.62,80923.4,15.0
16-5m.jpg,85698.1,143381,15.0
16-6m.jpg,-12864.4,78041.5,15.0
17-1m.jpg,-32832.9,152848,16.0
17-2m.jpg,-33488.7,159024,16.0
17-3m.jpg,-36351.3,137072,16.0
17-4m.jpg,-37946.6,148446,16.0
17-5m.jpg,52733.6,189493,16.0
17-6m.jpg,-29935,138968,16.0
18-1m.jpg,-30301.1,138620,17.0
18-2m.jpg,-19568,174666,17.0
18-3m.jpg,-33256.1,134164,17.0
18-4m.jpg,-32248.5,134783,17.0
18-5m.jpg,42451.3,147334,17.0
18-6m.jpg,-34878.7,134942,17.0
19-1m.jpg,12970.3,216756,18.0
19-2m.jpg,10659.9,214835,18.0
19-3m.jpg,10798.5,226109,18.0
19-4m.jpg,18125.9,211947,18.0
19-5m.jpg,54106.8,168439,18.0
19-6m.jpg,3448.07,221258,18.0
20-1m.jpg,-6161.98,198732,19.0
20-2m.jpg,-3395.22,198546,19.0
20-3m.jpg,-914.191,204526,19.0
20-4m.jpg,-3631.42,194859,19.0
20-5m.jpg,58289.6,212183,19.0
20-6m.jpg,53078.7,204611,19.0
21-1m.jpg,20332.1,221273,20.0
21-2m.jpg,23958.2,223595,20.0
21-3m.jpg,28395.6,227541,20.0
21-4m.jpg,23610.4,219886,20.0
21-5m.jpg,63152.7,201335,20.0
21-6m.jpg,25958.8,218513,20.0
22-1f.jpg,-10271.4,110733,21.0
22-2f.jpg,-6303.34,104020,21.0
22-3f.jpg,-11065.1,110917,21.0
22-4f.jpg,-1480.52,113994,21.0
22-5f.jpg,95241.4,137827,21.0
22-6f.jpg,-14339.1,100558,21.0
23-1m.jpg,-32572.8,135662,22.0
23-2m.jpg,-32127.8,129783,22.0
23-3m.jpg,-29815,136732,22.0
23-4m.jpg,-35237.3,138656,22.0
23-5m.jpg,66232.1,146326,22.0
23-6m.jpg,-20994.6,114219,22.0
24-1m.jpg,-15532.3,116366,23.0
24-2m.jpg,-14999.4,114552,23.0
24-3m.jpg,-14781.2,116233,23.0
24-4m.jpg,-16458,120848,23.0
24-5m.jpg,47066.6,175430,23.0
24-6m.jpg,-15965.1,117985,23.0
25-1m.jpg,-17976.2,99920.4,24.0
25-2m.jpg,-27265.7,114391,24.0
25-3m.jpg,-12153.7,98976.6,24.0
25-4m.jpg,-10532,95275.2,24.0
25-5m.jpg,45429.8,121877,24.0
25-6m.jpg,-11721.8,90276.7,24.0
26-1m.jpg,-25509.8,86978,25.0
26-2m.jpg,-16336,92837.8,25.0
26-3m.jpg,-21714.5,92567.8,25.0
26-4m.jpg,-19780.7,91744.2,25.0
26-5m.jpg,87885.3,144845,25.0
26-6m.jpg,-11447.2,85029.2,25.0
27-1m.jpg,-42776,184894,26.0
27-2m.jpg,-48002.8,169071,26.0
27-3m.jpg,-49912.3,153374,26.0
27-4m.jpg,-54512.2,153821,26.0
27-5m.jpg,73016.1,136896,26.0
27-6m.jpg,-44177.2,164252,26.0
28-1m.jpg,-21167.6,87613.2,27.0
28-2m.jpg,-30794.3,95017.5,27.0
28-3m.jpg,-27990.9,86645.5,27.0
28-4m.jpg,-27834.4,94343.1,27.0
28-5m.jpg,65903.9,136594,27.0
28-6m.jpg,-15702.3,85116,27.0
29-1m.jpg,-25664.5,151366,28.0
29-2m.jpg,-21738.3,152418,28.0
29-3m.jpg,-23462.7,140630,28.0
29-4m.jpg,-20990.4,142872,28.0
29-5m.jpg,48936.4,127294,28.0
29-6m.jpg,-21381.2,139582,28.0
30-1f.jpg,101913,115498,29.0
30-2f.jpg,97220.7,134528,29.0
30-3f.jpg,95421.6,149095,29.0
30-4f.jpg,102341,138078,29.0
30-5f.jpg,68566.6,162056,29.0
30-6f.jpg,94292.7,144659,29.0
31-1m.jpg,93308.7,81855.8,30.0
31-2m.jpg,89618.3,73816,30.0
31-3m.jpg,102000,86489.4,30.0
31-4m.jpg,97853.5,78740.6,30.0
31-5m.jpg,88204.1,149973,30.0
31-6m.jpg,96388.6,83112.6,30.0
32-1m.jpg,123361,89739.3,31.0
32-2m.jpg,114291,82921.3,31.0
32-3m.jpg,111239,82748,31.0
32-4m.jpg,116187,82020.1,31.0
32-5m.jpg,68176.4,134833,31.0
32-6m.jpg,119814,105495,31.0
33-1m.jpg,85921.7,63199.4,32.0
33-2m.jpg,101987,64866,32.0
33-3m.jpg,142302,101805,32.0
33-4m.jpg,114854,79701.4,32.0
33-5m.jpg,57790.8,161899,32.0
33-6m.jpg,133611,96789.8,32.0
34-1m.jpg,146787,132823,33.0
34-2m.jpg,137826,115677,33.0
34-3m.jpg,138221,119381,33.0
34-4m.jpg,132417,110394,33.0
34-5m.jpg,50972,143973,33.0
34-6m.jpg,131719,107061,33.0
35-1f.jpg,110495,154886,34.0
35-2f.jpg,123905,145496,34.0
35-3f.jpg,114713,154022,34.0
35-4f.jpg,111618,150477,34.0
35-5f.jpg,68724.3,152991,34.0
35-6f.jpg,86773.3,171423,34.0
36-1m.jpg,98132.2,167805,35.0
36-2m.jpg,98980.3,167047,35.0
36-3m.jpg,105199,152310,35.0
36-4m.jpg,104934,158355,35.0
36-5m.jpg,99214.2,148819,35.0
36-6m.jpg,104764,153397,35.0
37-1m.jpg,83640.5,94682.5,36.0
37-2m.jpg,116821,115253,36.0
37-3m.jpg,82323.8,95071.8,36.0
37-4m.jpg,72960.3,89535,36.0
37-5m.jpg,64526.2,148187,36.0
37-6m.jpg,110968,106046,36.0
38-1m.jpg,28114.3,50687.1,37.0
38-2m.jpg,22654.3,49430.5,37.0
38-3m.jpg,23980.8,53186.2,37.0
38-4m.jpg,23128.9,51649.8,37.0
38-5m.jpg,44968.4,122724,37.0
38-6m.jpg,30899.4,51465.9,37.0
39-1m.jpg,70309.7,108113,38.0
39-2m.jpg,94125.4,104332,38.0
39-3m.jpg,89311.6,103490,38.0
39-4m.jpg,94151.8,103034,38.0
39-5m.jpg,83859.7,147954,38.0
39-6m.jpg,102461,108111,38.0
40-1m.jpg,60467.9,66819.8,39.0
40-2m.jpg,91684,86114.8,39.0
40-3m.jpg,90833,76982.3,39.0
40-4m.jpg,115136,91392.3,39.0
40-5m.jpg,100238,133180,39.0
40-6m.jpg,97860.5,64065.6,39.0
