% Generated by PAnDConv in Mon Oct 31 23:37:03 2011
% Author: Paulo Joia Filho
% instances: 240
% dimension: 28
% classes:   40

@RELATION DY

@ATTRIBUTE	id	STRING
@ATTRIBUTE	attr1	REAL
@ATTRIBUTE	attr2	REAL
@ATTRIBUTE	attr3	REAL
@ATTRIBUTE	attr4	REAL
@ATTRIBUTE	attr5	REAL
@ATTRIBUTE	attr6	REAL
@ATTRIBUTE	attr7	REAL
@ATTRIBUTE	attr8	REAL
@ATTRIBUTE	attr9	REAL
@ATTRIBUTE	attr10	REAL
@ATTRIBUTE	attr11	REAL
@ATTRIBUTE	attr12	REAL
@ATTRIBUTE	attr13	REAL
@ATTRIBUTE	attr14	REAL
@ATTRIBUTE	attr15	REAL
@ATTRIBUTE	attr16	REAL
@ATTRIBUTE	attr17	REAL
@ATTRIBUTE	attr18	REAL
@ATTRIBUTE	attr19	REAL
@ATTRIBUTE	attr20	REAL
@ATTRIBUTE	attr21	REAL
@ATTRIBUTE	attr22	REAL
@ATTRIBUTE	attr23	REAL
@ATTRIBUTE	attr24	REAL
@ATTRIBUTE	attr25	REAL
@ATTRIBUTE	attr26	REAL
@ATTRIBUTE	attr27	REAL
@ATTRIBUTE	attr28	REAL
@ATTRIBUTE	class {0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,33.0,34.0,35.0,36.0,37.0,38.0,39.0}

@DATA
02-6m.jpg,11717,-32674.8,-49264.1,-4857.56,30255.2,31572.3,1989.53,-22206.8,-26115.1,-2148.25,-2148.25,-26115.1,-22206.8,1989.53,31572.3,30255.2,-4857.56,-49264.1,-32674.8,11717,68646.5,14444,9333.12,6081.4,1363.25,312.626,61.9583,32.4067,1.0
03-1m.jpg,27983,-17725.8,-41800.5,-16935.5,19783.8,33666.3,13249.9,-16391.2,-34138.7,-25278.9,-25278.9,-34138.7,-16391.2,13249.9,33666.3,19783.8,-16935.5,-41800.5,-17725.8,27983,64354.5,15361.3,7791.88,5533.76,1069.06,204.657,48.6339,28.5403,2.0
03-2m.jpg,28651.1,-17777.4,-43517.7,-18737,18168.2,35320.8,17013.7,-13670.7,-34587.3,-27823.4,-27823.4,-34587.3,-13670.7,17013.7,35320.8,18168.2,-18737,-43517.7,-17777.4,28651.1,59878.1,17185,8119.25,5712,1077.22,210.702,48.119,27.7171,2.0
03-3m.jpg,27817.2,-16646.7,-42497,-18127.9,18598.6,33878.3,15630.3,-14521.2,-33210.1,-28210.2,-28210.2,-33210.1,-14521.2,15630.3,33878.3,18598.6,-18127.9,-42497,-16646.7,27817.2,62652.6,16318.1,7588.93,5187.66,1062.27,201.598,48.7152,28.7074,2.0
03-4m.jpg,28725,-17011.6,-42331,-18387.9,17941.4,33327.6,16304.6,-13752.9,-33009.1,-27754,-27754,-33009.1,-13752.9,16304.6,33327.6,17941.4,-18387.9,-42331,-17011.6,28725,63022.3,15910.9,7272.77,4987.58,1050.5,191.545,48.1837,28.4358,2.0
03-5m.jpg,4200.45,-6889.79,-8020.17,-17736.3,974.685,-1422.56,6857.72,10776.1,7420.27,-7297.04,-7297.04,7420.27,10776.1,6857.72,-1422.56,974.685,-17736.3,-8020.17,-6889.79,4200.45,68489,19529.7,9586.48,7006.91,1432.13,335.836,66.18,41.1728,2.0
03-6m.jpg,4083.24,-7505.87,-9312.16,-17326.3,1415.52,-1237.26,6388.66,10794.5,7334.49,-7960.02,-7960.02,7334.49,10794.5,6388.66,-1237.26,1415.52,-17326.3,-9312.16,-7505.87,4083.24,65575.4,19949.3,9857.72,7315.83,1390.61,305.442,65.7901,40.1813,2.0
04-1m.jpg,11102.8,-35661,-40567.8,10060.3,36791.3,20201,-16490,-29173.7,-12806.6,17868.4,17868.4,-12806.6,-29173.7,-16490,20201,36791.3,10060.3,-40567.8,-35661,11102.8,84427.5,19364.8,12489.8,8162.15,1610.56,355.159,64.9313,38.0855,3.0
04-2m.jpg,12251,-35893.9,-39387.7,6767.73,35243.3,21535.4,-12887.9,-27838.7,-15747,13556.9,13556.9,-15747,-27838.7,-12887.9,21535.4,35243.3,6767.73,-39387.7,-35893.9,12251,84883.5,19676.9,12397.1,8287.26,1655.71,377.831,65.5489,40.2185,3.0
04-3m.jpg,11490.3,-32850.1,-40475.5,13608.2,33102.2,20244.4,-18220.3,-27404,-12160.9,16787.2,16787.2,-12160.9,-27404,-18220.3,20244.4,33102.2,13608.2,-40475.5,-32850.1,11490.3,85387.5,20736.5,12028.3,8283.42,1551.03,319.457,65.4486,40.1737,3.0
04-4m.jpg,12056.7,-32163.4,-40753.5,7569.31,35868.9,20214.9,-13023.3,-32126,-15347.4,12109.9,12109.9,-15347.4,-32126,-13023.3,20214.9,35868.9,7569.31,-40753.5,-32163.4,12056.7,82871.2,19457.2,11927.4,8353.91,1546.13,340.964,64.917,39.8277,3.0
04-5m.jpg,-14328.4,-4641.23,-15333.6,-3335.39,1817.5,4791.61,1025.99,3973.52,4008.26,1996.17,1996.17,4008.26,3973.52,1025.99,4791.61,1817.5,-3335.39,-15333.6,-4641.23,-14328.4,86915.5,20559.3,13130.1,7594.66,1750.18,467.584,85.4725,46.5509,3.0
04-6m.jpg,17269.5,-28532.7,-42387.1,-11808.2,18366.8,29794.6,16796,-4802.04,-30056.2,-25432.7,-25432.7,-30056.2,-4802.04,16796,29794.6,18366.8,-11808.2,-42387.1,-28532.7,17269.5,77132.8,19872.4,11183.5,8047.46,1551.34,335.016,60.6101,38.0395,3.0
05-1m.jpg,6125.85,-23319,-44516.3,-9807.27,24411.9,30013.4,4513.7,-22673.2,-24948.6,-3541.4,-3541.4,-24948.6,-22673.2,4513.7,30013.4,24411.9,-9807.27,-44516.3,-23319,6125.85,77416.1,12930.4,8087.86,5891.42,1260.08,271.279,69.8167,41.7759,4.0
05-2m.jpg,7302.76,-23289,-44457.5,-12025.3,22737.8,31146.8,7169.45,-20302.2,-26226.6,-7127.15,-7127.15,-26226.6,-20302.2,7169.45,31146.8,22737.8,-12025.3,-44457.5,-23289,7302.76,74682,13317.3,8342.59,6103.36,1250.49,265.225,68.4381,40.9237,4.0
05-3m.jpg,5088.91,-23993.5,-42268.9,-6988.16,26791.3,27329.3,-3490.13,-25703.1,-21147.1,4685.7,4685.7,-21147.1,-25703.1,-3490.13,27329.3,26791.3,-6988.16,-42268.9,-23993.5,5088.91,79196.9,12465.2,7965.59,5731.39,1265.61,261.297,70.5461,41.8882,4.0
05-4m.jpg,5036.51,-21773.1,-43569.6,-8718.29,25145,28083.2,1220.88,-24185.6,-22883.9,-1511.24,-1511.24,-22883.9,-24185.6,1220.88,28083.2,25145,-8718.29,-43569.6,-21773.1,5036.51,74155.7,13389.7,7887.46,5643.88,1285.32,266.107,70.7304,42.4099,4.0
05-5m.jpg,-21283.2,-9933.73,-17922,2679.06,12450.9,2550.16,-8723.38,-3458,2691.08,8074.15,8074.15,2691.08,-3458,-8723.38,2550.16,12450.9,2679.06,-17922,-9933.73,-21283.2,77868.9,15663.4,8823.96,7767.76,1516.01,446.043,91.6768,44.3189,4.0
05-6m.jpg,2934.76,-29956.3,-40116.9,4115.49,31874.5,18976.4,-14727.5,-27958,-9721.79,20003.6,20003.6,-9721.79,-27958,-14727.5,18976.4,31874.5,4115.49,-40116.9,-29956.3,2934.76,79160.7,12833.8,7885.29,6140.46,1269.81,276.886,72.5234,41.6302,4.0
06-1m.jpg,25040.8,-25614.7,-47749,-15499.7,20282.5,26965.8,4134.79,-16598.7,-26917.9,-15092.6,-15092.6,-26917.9,-16598.7,4134.79,26965.8,20282.5,-15499.7,-47749,-25614.7,25040.8,60535.9,12852.3,7073.21,5600.14,1052.26,261.753,50.5635,25.1849,5.0
06-2m.jpg,26395.7,-23781.4,-47015.9,-18560,18021,27582.8,6043.27,-15755.8,-26726.9,-16942.9,-16942.9,-26726.9,-15755.8,6043.27,27582.8,18021,-18560,-47015.9,-23781.4,26395.7,58723.4,13251.6,7277.76,5938.73,1114.28,257.482,49.5995,25.0444,5.0
06-3m.jpg,28112.5,-18077.8,-45688.9,-24270.6,5321.01,20998.5,18892,3095.42,-15698.8,-27801,-27801,-15698.8,3095.42,18892,20998.5,5321.01,-24270.6,-45688.9,-18077.8,28112.5,59375.9,11301.7,7671.24,5034.91,1033.2,244.234,48.477,26.0706,5.0
06-4m.jpg,26586.5,-23258.2,-46383.1,-20051.1,17445.9,27792.2,7432.25,-14675,-26712.1,-17367.7,-17367.7,-26712.1,-14675,7432.25,27792.2,17445.9,-20051.1,-46383.1,-23258.2,26586.5,61356.7,11642,7665.38,5868.86,1088.05,277.578,49.4714,25.1781,5.0
06-5m.jpg,-8477.94,-3550.39,-14040.6,-14442.7,-7077.2,370.671,7554.52,16784.9,3962.89,-9487.29,-9487.29,3962.89,16784.9,7554.52,370.671,-7077.2,-14442.7,-14040.6,-3550.39,-8477.94,79343.9,17199.8,9614.37,7161.74,1438.35,392.66,77.4161,43.3286,5.0
06-6m.jpg,26463.4,-23771.6,-49233,-21245.5,16133.9,30694.4,12493.6,-11722.8,-26325.4,-21612.9,-21612.9,-26325.4,-11722.8,12493.6,30694.4,16133.9,-21245.5,-49233,-23771.6,26463.4,61126.1,12188.8,7670.21,5579.25,1067.93,250.492,49.7612,25.1857,5.0
07-1m.jpg,12450.1,-33684.6,-37058.8,906.288,28190.7,23793.5,-5359.54,-28444.8,-21286.4,8875.5,8875.5,-21286.4,-28444.8,-5359.54,23793.5,28190.7,906.288,-37058.8,-33684.6,12450.1,87010.6,19208.9,12647.5,9329.21,1718.15,423.772,71.4304,48.6073,6.0
07-2m.jpg,12823.7,-33231,-37478.9,-745.074,28124.8,24673.2,-3593.95,-28182.2,-22809.6,7315.24,7315.24,-22809.6,-28182.2,-3593.95,24673.2,28124.8,-745.074,-37478.9,-33231,12823.7,84314.4,19576.5,12582.1,8850.75,1702.7,458.17,69.4924,46.6076,6.0
07-3m.jpg,11662.1,-32534.5,-37189.5,3581.2,27748.8,21124.9,-9711.63,-29556.4,-18482.3,13378.1,13378.1,-18482.3,-29556.4,-9711.63,21124.9,27748.8,3581.2,-37189.5,-32534.5,11662.1,88027.8,18840.5,13266,8704.66,1781.52,458.425,71.4967,48.2568,6.0
07-4m.jpg,12803.9,-32241.6,-35538.2,-759.598,28091.4,23079.8,-2755.51,-27007.7,-22788.9,5331.44,5331.44,-22788.9,-27007.7,-2755.51,23079.8,28091.4,-759.598,-35538.2,-32241.6,12803.9,85520,19434.7,12082.2,8421.37,1755.8,478.38,70.9061,48.6865,6.0
07-5m.jpg,-11855.7,-4264.66,-23387,-5886.68,4914.13,7267.53,3959.64,3638.02,-709.83,-3945.61,-3945.61,-709.83,3638.02,3959.64,7267.53,4914.13,-5886.68,-23387,-4264.66,-11855.7,84630.8,19809,11756,8247.26,1824.5,531.385,87.8427,50.1097,6.0
07-6m.jpg,10929,-35460.1,-35241.6,5084.02,30087.2,19842,-11374.4,-29629.2,-15039.5,15893.5,15893.5,-15039.5,-29629.2,-11374.4,19842,30087.2,5084.02,-35241.6,-35460.1,10929,86200.9,18881.3,13326.1,8800.16,1820.6,467.203,71.8118,47.63,6.0
08-1f.jpg,9641.99,-35505.3,-43062.9,849.42,27994.8,21144.1,618.675,-16671.3,-18778.9,-4031.97,-4031.97,-18778.9,-16671.3,618.675,21144.1,27994.8,849.42,-43062.9,-35505.3,9641.99,72602,14287.8,9405.29,6197.35,1622.88,428.261,64.6399,34.9577,7.0
08-2f.jpg,10174.2,-34900.3,-43650.8,-1023.42,27563.5,22176.8,1709.16,-14053.9,-18935.7,-7605.75,-7605.75,-18935.7,-14053.9,1709.16,22176.8,27563.5,-1023.42,-43650.8,-34900.3,10174.2,71114.2,14641,9356.18,6582.93,1549.46,383.644,63.7637,34.011,7.0
08-3f.jpg,9264.31,-30434.3,-43704,-5876.53,23651.5,24947.4,6963.22,-11218.1,-21683.9,-12672.4,-12672.4,-21683.9,-11218.1,6963.22,24947.4,23651.5,-5876.53,-43704,-30434.3,9264.31,75401.1,15887.9,9324.63,5905.49,1629.31,423.327,64.9267,35.9997,7.0
08-4f.jpg,11425.4,-31233,-45331.6,-6671.91,25405.8,25822.7,4758.34,-13224.9,-21272.8,-9267.76,-9267.76,-21272.8,-13224.9,4758.34,25822.7,25405.8,-6671.91,-45331.6,-31233,11425.4,68759.3,15238.7,9150.33,5941.61,1528.19,380.082,62.4999,33.7337,7.0
08-5f.jpg,-11179.4,-16804.4,-7714.4,-20295,8735.6,5308.85,136.722,4330.78,8843.76,870.198,870.198,8843.76,4330.78,136.722,5308.85,8735.6,-20295,-7714.4,-16804.4,-11179.4,69207.9,15713.2,9768.79,6925.68,1702.94,506.252,78.206,38.9805,7.0
08-6f.jpg,-16911,-14703.5,-10704.7,-11688.1,14006,1407.47,-3029.92,6491.97,4653.81,1324.99,1324.99,4653.81,6491.97,-3029.92,1407.47,14006,-11688.1,-10704.7,-14703.5,-16911,70417.6,15995,9763.67,7256.94,1715.07,497.892,83.1549,39.4703,7.0
09-1m.jpg,3828.4,-39844.3,-32419.2,28357.4,30012.8,-10705.8,-24721.4,-9149.07,12356.1,10501,10501,12356.1,-9149.07,-24721.4,-10705.8,30012.8,28357.4,-32419.2,-39844.3,3828.4,69055.3,15450.8,8124.11,5620.56,1067.41,256.845,65.1914,29.4549,8.0
09-2m.jpg,4642.58,-41128.9,-32504.5,27711.8,32305.4,-11146,-26275,-7899.24,12984.6,9909.5,9909.5,12984.6,-7899.24,-26275,-11146,32305.4,27711.8,-32504.5,-41128.9,4642.58,67281.7,14360.7,9188.94,5395.18,1069.89,247.18,64.4698,28.644,8.0
09-3m.jpg,5366.83,-37715.2,-35601,24987,30752,-4080.65,-24401.4,-12732.2,8417.26,10982.8,10982.8,8417.26,-12732.2,-24401.4,-4080.65,30752,24987,-35601,-37715.2,5366.83,67808.3,15417.2,7407.59,5543.25,1031.47,243.926,64.6343,30.6554,8.0
09-4m.jpg,4750.88,-38850.2,-33983.2,27337.2,33207.5,-7672,-27703.8,-11127.9,11692.9,12544.4,12544.4,11692.9,-11127.9,-27703.8,-7672,33207.5,27337.2,-33983.2,-38850.2,4750.88,76868.4,15633,8286.76,5639.52,979.301,222.563,64.5478,29.6165,8.0
09-5m.jpg,-14682.8,-12205.7,-3384.48,-17477.2,-304.249,10280.2,5261.42,9120.93,-663.084,-14221.9,-14221.9,-663.084,9120.93,5261.42,10280.2,-304.249,-17477.2,-3384.48,-12205.7,-14682.8,77141.1,16812.8,8691.42,6463.58,1246.49,357.341,79.6356,38.6244,8.0
09-6m.jpg,-12832.4,-11911.7,-3541.24,-18936.5,-2715.84,10127.4,5926.66,9635.22,2810.6,-12800.7,-12800.7,2810.6,9635.22,5926.66,10127.4,-2715.84,-18936.5,-3541.24,-11911.7,-12832.4,76906.9,15850.8,8674.91,5789.98,1285.56,346.562,78.2836,38.8738,8.0
10-1m.jpg,21040.5,-23005.1,-29401.8,10057,24139.2,98.6851,-21161.6,-22071.2,-9227.24,2084.33,2084.33,-9227.24,-22071.2,-21161.6,98.6851,24139.2,10057,-29401.8,-23005.1,21040.5,62230.2,14608.9,7755.21,5806.05,984.024,228.049,53.2904,31.3764,9.0
10-2m.jpg,20365.4,-24070.5,-27911,7646.34,19508.6,2150.42,-11644,-16700.5,-12742.4,-987.177,-987.177,-12742.4,-16700.5,-11644,2150.42,19508.6,7646.34,-27911,-24070.5,20365.4,69061.6,13074,7671.18,5422.95,979.596,219.371,53.5131,30.7188,9.0
10-3m.jpg,19656.8,-21569.4,-29351.9,11348.8,16817.5,3685.64,-13694.9,-17097.8,-11778.9,1871.29,1871.29,-11778.9,-17097.8,-13694.9,3685.64,16817.5,11348.8,-29351.9,-21569.4,19656.8,66787.2,14010.9,6991.08,5623.05,907.812,186.108,53.821,31.3046,9.0
10-4m.jpg,18968.7,-23622.4,-24168.4,11531.6,21211.5,1282.43,-13914.8,-18444.5,-13490.6,716.367,716.367,-13490.6,-18444.5,-13914.8,1282.43,21211.5,11531.6,-24168.4,-23622.4,18968.7,65086.1,12860.4,7639.02,4974.99,892.353,202.316,54.328,31.6823,9.0
10-5m.jpg,7569.5,-6351.45,-6097.28,-16928.4,-43.2183,-330.866,-834.06,807.098,9994.45,3342.12,3342.12,9994.45,807.098,-834.06,-330.866,-43.2183,-16928.4,-6097.28,-6351.45,7569.5,64886.5,14818.7,7330.87,5745.11,1179.41,292.964,62.1999,38.6434,9.0
10-6m.jpg,19072,-27671.7,-26293.6,16785.7,26591.1,-4774.71,-26854.8,-19958,1059.27,9175.56,9175.56,1059.27,-19958,-26854.8,-4774.71,26591.1,16785.7,-26293.6,-27671.7,19072,63662.8,13137.1,6922.81,4906.68,905.158,183.4,53.9847,29.6717,9.0
11-1m.jpg,21310.9,-13048.9,-37375.9,-18495.7,8429.2,16384,3920.39,-2466.09,-9418.58,-12941.4,-12941.4,-9418.58,-2466.09,3920.39,16384,8429.2,-18495.7,-37375.9,-13048.9,21310.9,76149.2,18615.3,10713,7121.26,1298.51,293.155,54.7734,35.3802,10.0
11-2m.jpg,19350.8,-15276.6,-36260.3,-13964.7,9897.99,12865.1,1380.57,-1458.73,-7919.72,-12930.2,-12930.2,-7919.72,-1458.73,1380.57,12865.1,9897.99,-13964.7,-36260.3,-15276.6,19350.8,72644,16395.9,11639.7,6970.6,1278.77,282.034,55.6591,34.5579,10.0
11-3m.jpg,21459.3,-14413.8,-36961.3,-13658.7,8289.11,15324,3600.39,-4226.79,-11445.5,-15248.1,-15248.1,-11445.5,-4226.79,3600.39,15324,8289.11,-13658.7,-36961.3,-14413.8,21459.3,73989.2,17560.3,10655.7,6731.75,1262.35,295.447,53.927,33.6812,10.0
11-4m.jpg,21794.2,-14760,-31651.2,-16514.4,10410.5,12736.4,-588.825,-4013.52,-12165,-15840.4,-15840.4,-12165,-4013.52,-588.825,12736.4,10410.5,-16514.4,-31651.2,-14760,21794.2,76823.3,17717.2,12530.9,6750.02,1305.33,283.793,54.2049,35.0166,10.0
11-5m.jpg,-8108.85,1350.34,-438.893,-16842.1,-10676.5,-2537.14,-2182.74,4780.5,8546.09,6337.97,6337.97,8546.09,4780.5,-2182.74,-2537.14,-10676.5,-16842.1,-438.893,1350.34,-8108.85,88647.1,19659.5,12723.3,7100.56,1514.41,415.458,76.6518,44.9389,10.0
11-6m.jpg,18250.4,-19740.6,-36004.6,-11153.5,15527.1,14472.2,-1803.35,-8625.53,-15832.7,-13049.4,-13049.4,-15832.7,-8625.53,-1803.35,14472.2,15527.1,-11153.5,-36004.6,-19740.6,18250.4,70917.9,17853.1,11202.8,7132.38,1239.72,285.154,55.9989,32.8629,10.0
12-1f.jpg,3777.56,-37176.5,-18796,29376.6,19498.4,-24778.1,-18706.4,11932.1,6246.8,-14741.1,-14741.1,6246.8,11932.1,-18706.4,-24778.1,19498.4,29376.6,-18796,-37176.5,3777.56,81074.7,17960.5,12322.6,7516.36,1921.49,561.195,69.5076,39.1086,11.0
12-2f.jpg,3801.62,-35138.1,-22258.4,27509.5,24823.9,-21085.2,-24859.8,6956.27,13604.4,-10809.9,-10809.9,13604.4,6956.27,-24859.8,-21085.2,24823.9,27509.5,-22258.4,-35138.1,3801.62,84551.4,18286.6,11527.1,7989.92,1936.83,546.569,69.4034,39.1986,11.0
12-3f.jpg,5703.26,-34384.4,-22470.6,26057.9,22243.5,-17215.6,-22014.1,5508.84,10919.2,-9320.19,-9320.19,10919.2,5508.84,-22014.1,-17215.6,22243.5,26057.9,-22470.6,-34384.4,5703.26,78768.7,17803.4,11972,7942.1,1969.59,605.914,68.4616,39.9615,11.0
12-4f.jpg,6568.77,-31835.7,-24786,22549,22766,-19258.3,-21858.9,4871.2,13604,-10190.2,-10190.2,13604,4871.2,-21858.9,-19258.3,22766,22549,-24786,-31835.7,6568.77,74738.7,18071.2,11740,7390.83,1831.91,518.618,67.0869,38.9813,11.0
12-5f.jpg,-15059,-15000.6,-367.319,11187.2,10076.8,-12979.1,-15640.1,8935.78,10356.5,-3600.49,-3600.49,10356.5,8935.78,-15640.1,-12979.1,10076.8,11187.2,-367.319,-15000.6,-15059,75584.2,17953.8,12422,7976.26,2048.88,643.445,80.4131,40.1661,11.0
12-6f.jpg,2850.67,-38781.5,-16200.5,30475.4,17532.5,-26314.6,-15759.4,12752.4,3255.8,-13254.4,-13254.4,3255.8,12752.4,-15759.4,-26314.6,17532.5,30475.4,-16200.5,-38781.5,2850.67,72139.5,17725.8,12070.5,7967.24,1798.75,487.472,68.6387,36.5692,11.0
13-1m.jpg,19257.8,-35149.9,-51580.3,-10607.7,26102.6,32642.8,11183.5,-16211.7,-27380.5,-13495.1,-13495.1,-27380.5,-16211.7,11183.5,32642.8,26102.6,-10607.7,-51580.3,-35149.9,19257.8,61385.6,10248,7582.45,4595.08,852.947,207.087,54.9627,24.997,12.0
13-2m.jpg,17604.7,-37206.2,-49856.5,-7734.46,31055.3,31449.3,5006.97,-21714.8,-26319.9,-5143.36,-5143.36,-26319.9,-21714.8,5006.97,31449.3,31055.3,-7734.46,-49856.5,-37206.2,17604.7,57832.4,13548.6,8253.04,5360.15,936.635,233.824,56.2781,25.7554,12.0
13-3m.jpg,17627.7,-33154.1,-51461.5,-9281.13,23213.5,31900.7,12987.7,-14893.4,-27735.4,-14539.8,-14539.8,-27735.4,-14893.4,12987.7,31900.7,23213.5,-9281.13,-51461.5,-33154.1,17627.7,65399.3,11390.2,7265.9,4455.18,865.447,214.91,56.5265,27.4422,12.0
13-4m.jpg,20237.1,-32630.9,-50354.7,-14921.8,22848.3,31511.1,13490,-12862.4,-26448.2,-15974.3,-15974.3,-26448.2,-12862.4,13490,31511.1,22848.3,-14921.8,-50354.7,-32630.9,20237.1,59180.8,11007.2,7254.76,4596.33,824.072,187.924,54.4605,25.9203,12.0
13-5m.jpg,-11672.9,-7128.85,-19375.4,-15793.4,-638.784,4231.65,9911.25,16653.4,2964.92,-6557.99,-6557.99,2964.92,16653.4,9911.25,4231.65,-638.784,-15793.4,-19375.4,-7128.85,-11672.9,63642.6,15610.1,8297.9,4908.42,1214.97,397.781,78.7479,40.4466,12.0
13-6m.jpg,16966.1,-35797.8,-49988.9,-7270.95,27573.7,30853.9,7367.39,-17318,-26174.1,-9789.87,-9789.87,-26174.1,-17318,7367.39,30853.9,27573.7,-7270.95,-49988.9,-35797.8,16966.1,62385.4,10404.7,7277.55,5006.55,900.078,231.012,56.3074,25.2347,12.0
